id_player,first_activity_year,Won
M268,1962,21
J507,2011,0
BF85,2007,0
E634,2003,0
DE92,1896,32
ML08,2009,1
C523,1998,0
R076,1964,259
KH79,2014,0
E152,1994,6
G745,2003,0
V210,2003,0
O319,No data,No data
KF89,1953,0
ML20,2010,0
S340,1986,42
B615,1996,0
W126,1986,0
PA97,2004,0
F473,2002,0
O331,No data,No data
HC80,No data,No data
O457,2011,0
H338,1993,2
F315,No data,No data
W640,2010,0
N749,2012,0
LH58,2014,0
D502,2000,0
R738,2003,0
U057,2000,1
BH75,2008,0
MK46,2009,0
U043,1998,55
MK52,2009,0
O443,2009,0
N985,No data,No data
W654,2010,0
A308,1997,0
HC94,1931,28
O325,No data,No data
BO07,2013,0
ML34,2010,0
D270,1992,107
M532,1998,0
B601,No data,No data
BD50,No data,No data
MG63,2006,0
CI96,2013,0
D927,2008,0
KC12,2009,8
BJ88,2010,0
D0L2,2023,0
C090,1962,438
GE28,2012,1
MP52,No data,No data
AA59,2010,0
FA50,2013,0
MW34,2015,0
F856,No data,No data
KD74,2011,0
DG47,2014,0
BC36,2003,0
M917,1999,3
KD60,No data,No data
DG53,2014,0
FA44,No data,No data
Q966,No data,No data
F842,No data,No data
HA69,No data,No data
MW20,2015,0
PD18,2007,0
BD44,2004,0
MG77,2006,0
KC06,2008,0
C084,1976,8
A863,No data,No data
GE14,No data,No data
W481,2005,12
PD30,No data,No data
N588,2007,0
AA65,2012,0
M081,1973,236
LD41,No data,No data
CG72,2012,0
LC27,2010,0
T836,2003,0
KD48,2011,1
P488,1998,26
PC56,2006,0
H847,No data,No data
MW08,2015,0
HA41,No data,No data
GB72,2009,0
PC42,No data,No data
H853,2005,0
HA55,2011,0
GB66,2008,0
LC33,2010,0
K382,1998,0
C0N3,2022,0
S195,No data,No data
MI93,2008,0
LD55,2012,0
CG66,2011,0
A877,2008,0
O682,2015,0
GE00,2011,0
PD24,2007,0
W495,1937,0
AA71,2009,0
N577,2009,0
P311,No data,No data
GK33,2015,0
I218,2005,0
HH00,2014,0
H106,2003,0
PJ17,2013,0
G235,1989,3
V760,2010,0
MP91,1957,57
L360,1996,429
C053,1970,18
R506,1999,0
BD93,2005,0
J711,No data,No data
S618,1993,0
T177,1991,0
M718,1998,0
CN33,2015,0
R260,1990,0
K369,1997,0
L406,No data,No data
DG84,No data,No data
C735,2000,0
F895,2013,0
H660,2002,0
G553,1999,0
P477,1998,0
GB99,2008,0
V012,1981,0
F881,No data,No data
P463,1999,0
F659,2006,0
A136,1988,0
CN27,2014,0
BM39,2013,0
C721,2000,0
DG90,2017,0
D0A5,2015,0
CG99,2012,0
D728,2004,0
R512,2000,0
BD87,No data,No data
N563,2008,0
GK27,2016,0
P305,1992,142
HH14,2014,0
A888,No data,No data
PJ03,2013,0
MP85,2013,0
V774,2011,0
MI44,No data,No data
BJ77,2010,0
K433,1998,0
S624,No data,No data
M042,1981,2
CI69,2013,0
W442,2003,0
A678,2004,356
F117,1954,14
I224,2005,0
G209,1989,0
O655,2014,0
HA82,2010,0
O133,1998,36
F671,2006,0
PC95,2007,0
X017,2014,1
H884,2006,0
B417,No data,No data
S142,1965,30
K355,No data,No data
C0C4,2019,0
D066,No data,No data
B403,1989,4
M730,2000,0
K341,1998,0
D072,1972,78
C0B0,No data,No data
MN36,2011,0
BM05,2012,0
O127,1994,41
HA96,2010,0
PM59,No data,No data
F665,2007,0
W330,1999,0
PC81,2006,0
H890,No data,No data
X003,1989,0
W456,2003,2
HH28,No data,No data
I230,2006,36
P339,1995,0
Q027,2017,0
O641,2014,0
V748,2011,0
MI50,2008,0
L348,No data,No data
BJ63,2010,0
S630,1994,1
MG88,2006,0
J739,No data,No data
M056,1980,30
P404,No data,No data
A151,1986,0
N262,1997,0
MW84,2015,0
G520,1999,0
PM02,2014,0
D029,1982,10
CN40,2014,0
B458,No data,No data
J004,1981,301
BJ38,2010,0
L313,No data,No data
C020,1968,294
H175,1959,1
GE98,2014,0
V713,2010,1
A637,2012,0
N504,No data,No data
GK40,No data,No data
P362,No data,No data
G252,1991,160
V707,2009,0
N510,2005,0
P376,1997,0
T110,No data,No data
D983,2008,0
CI32,1956,15
M019,No data,No data
D0F6,2019,5
C034,1986,7
R561,2000,8
K468,1999,0
L461,2009,0
MN79,2012,0
C752,No data,No data
CN54,No data,No data
BC92,No data,No data
P410,1998,0
N276,No data,No data
MW90,2015,0
O168,1998,0
H607,No data,No data
PM16,2015,0
K326,No data,No data
LC97,2013,0
D015,1986,130
C0D7,2017,0
T886,2005,0
MN51,2013,0
BM62,2013,0
B464,1992,0
M757,1998,0
S131,1981,1
F602,2005,0
P438,No data,No data
W357,2000,0
V049,1967,187
N538,2005,0
F164,1986,256
I257,2007,0
S657,2000,0
B302,1987,3
M031,1984,46
MI37,2008,0
R549,2001,0
D773,2005,0
S643,1996,0
B316,1988,0
MI23,2007,0
C008,1985,1
BJ10,No data,No data
K454,1998,0
D767,No data,No data
PD94,2008,0
F170,1988,0
I243,2010,0
F616,2005,0
A179,No data,No data
O154,No data,No data
LC83,2012,0
K332,No data,No data
T892,2004,0
C0E3,2017,0
D001,1983,2
MN45,2011,0
CN68,No data,No data
M743,1997,0
S125,1986,0
CN83,2015,0
T879,2004,9
C0K8,2021,0
LC68,2011,0
C785,2001,0
BT74,No data,No data
F825,2011,0
MW47,2015,0
FA23,1923,18
H808,2004,9
PC19,No data,No data
V908,2013,0
G285,1992,9
BS12,2014,0
KC61,2009,0
D0K1,2022,0
BD23,No data,No data
MG10,No data,No data
D954,No data,No data
KC75,2012,0
CG29,2011,0
D798,No data,No data
BD37,No data,No data
MG04,No data,No data
D940,2008,0
A838,2006,0
G291,1992,0
MP35,2013,0
GB29,No data,No data
BT60,2016,0
MW53,2017,0
FA37,2015,0
CN97,No data,No data
KD13,2010,0
DG20,1896,12
HA32,No data,No data
F819,No data,No data
O183,1999,0
BT48,2015,0
GB01,2008,0
AF70,2014,0
PC25,2006,0
W394,2004,0
H834,No data,No data
M794,1998,0
LC54,2011,12
C0H4,2019,0
LD32,2012,0
CG01,2011,0
S694,1995,384
D968,2008,0
PD43,2007,0
V934,2013,0
AA16,2009,0
A810,No data,No data
GE67,2014,0
PD57,2007,0
AA02,2008,0
V920,1923,47
I280,No data,No data
P389,1996,2
A804,2006,0
MP09,2012,0
GE73,2012,0
D0I9,No data,No data
KC49,2009,0
K497,2000,0
LD26,2012,5
CG15,No data,No data
MG38,2006,0
M780,1998,0
LC40,2010,0
C0I0,2021,0
T851,2003,0
MN86,2012,0
O197,2001,0
HA26,2009,0
GB15,No data,No data
AF64,2014,0
W380,No data,No data
N289,1998,408
PC31,No data,No data
H820,No data,No data
I069,1997,0
V511,No data,No data
H377,1995,359
R777,2005,0
DB93,2012,0
MK09,2008,0
LH17,No data,No data
T306,2000,0
J206,1999,5
E135,1993,5
M569,1994,0
C544,1998,0
V277,1998,0
N060,1974,3
A353,1998,0
H405,2002,0
V263,1998,0
MU92,2014,0
N074,1973,0
AD99,1921,33
F428,1998,0
P612,No data,No data
J212,No data,No data
E121,1990,265
C550,1998,0
B896,2000,153
C236,1987,0
DB87,2011,0
B128,1981,1
T312,1998,0
J574,2018,0
P174,No data,No data
N712,2011,1
A421,2000,0
V505,2004,1
G050,1975,229
PH72,No data,No data
D571,2004,0
K642,2001,9
BH06,2013,0
U024,1990,21
MK35,2009,0
R993,No data,No data
I055,1998,0
F366,2003,0
PF82,2010,0
W633,2012,0
G078,1966,422
O342,No data,No data
W155,1987,0
L893,2005,0
M555,1994,0
ML53,2011,0
LA95,2008,0
KH36,No data,No data
L887,2007,0
S327,No data,No data
M541,1992,0
BO74,1936,6
ML47,2010,1
LA81,2004,0
H439,1997,0
O356,2006,0
W141,No data,No data
N048,1969,24
I041,1989,0
F372,1999,0
W627,2009,0
PF96,2010,0
O430,No data,No data
HD81,2013,0
V539,No data,No data
K656,2001,0
U030,1993,2
KA88,No data,No data
BH12,2008,0
R987,No data,No data
J548,No data,No data
K865,No data,No data
E690,2005,79
BF21,2006,0
DB50,2012,0
KA63,No data,No data
E848,2013,0
G087,1980,0
AC28,2012,0
G939,2005,0
A390,1999,0
FC21,2015,0
DE36,2013,0
KF05,2013,0
B841,1999,0
CB59,2008,0
BA47,2001,640
B699,1998,1
CL81,2013,0
C593,1998,0
B855,No data,No data
MB60,2001,0
BA53,2003,7
L878,2005,0
FC35,2016,0
HC18,2013,0
BQ04,2013,0
PF69,2010,1
R978,2007,0
BF35,2006,0
E684,2005,0
LF18,1922,76
DB44,2011,0
KA77,2007,5
GG65,2013,1
N921,No data,No data
PF41,2010,0
K859,2004,0
R950,No data,No data
S496,1991,1
CE03,2008,0
K681,2002,0
R788,2004,0
E874,2012,0
KF39,2013,0
L688,No data,No data
ML90,2010,0
CB65,2006,0
LA56,No data,No data
C0P2,2023,0
L850,2004,0
MB48,2001,0
W196,No data,No data
G905,2004,0
AD72,1949,2
O381,2007,0
FC09,No data,No data
O395,2008,0
ML84,2010,0
CB71,2007,0
LA42,2008,0
B869,2002,0
L844,2004,0
C0Q6,2024,0
M582,No data,No data
R944,No data,No data
BF09,No data,No data
CE17,2008,0
K695,No data,No data
E860,2012,0
DB78,2014,0
GG71,1949,0
HD42,1924,9
N935,2014,0
I082,1998,0
AC00,2011,0
PF55,No data,No data
PI12,1955,19
N672,2011,0
P014,1984,41
J414,2008,0
E727,2007,0
BG96,2008,0
B048,1981,1
T272,1997,0
L065,1973,4
CD88,2008,0
C430,1995,0
DD81,1928,30
L703,2002,0
J372,2006,0
B0A3,No data,No data
V303,1999,21
GA88,No data,No data
G656,2001,0
H565,2001,0
N100,1987,4
W009,1980,6
A233,1994,2
G642,2001,3
H571,2000,36
R171,No data,No data
DD95,2013,0
C424,No data,No data
J366,No data,No data
J400,2007,0
BG82,No data,No data
E733,2007,0
T266,1997,0
MJ69,2008,0
C342,1999,0
U178,No data,No data
PI06,2013,0
O578,1927,6
N666,2009,0
MD99,2005,0
J428,2008,0
M347,No data,No data
B074,1981,140
U150,2012,0
BI72,2009,0
L059,1981,0
MJ41,2008,0
LG87,2013,5
W021,1985,0
HB87,2012,0
D363,1998,0
R159,1989,3
MM27,2010,0
B712,1998,0
KI56,2017,0
K044,1972,31
C418,1998,0
M435,1989,4
KI42,2014,0
E069,No data,No data
F560,2005,0
W035,1983,319
HB93,No data,No data
O222,No data,No data
O544,1956,0
A569,2002,0
W753,2013,0
F206,1988,41
S535,1991,21
M353,1988,5
BI66,2009,0
U144,2010,0
DC24,2012,0
LG78,1909,4
MD66,2003,0
BG55,2007,0
R818,2004,0
K911,No data,No data
PG09,2012,0
HB78,2012,0
G695,2001,1
L918,2006,13
B0M0,2022,0
E082,1986,0
B935,No data,No data
CC39,2007,0
D388,1998,0
KG65,1928,2
G681,2001,116
G859,2009,0
A596,2002,163
AB48,No data,No data
GF39,2013,0
DC30,2012,0
E928,2013,1
BI99,2012,0
BG41,2008,0
K905,2005,0
PG35,2014,0
AB60,No data,No data
GF11,2013,0
MJ82,2008,0
CD77,2008,0
BG69,No data,No data
M384,1988,0
R824,2005,0
L924,2008,0
KI95,2015,137
S284,No data,No data
CC11,No data,No data
B909,2001,0
GA77,2008,0
GA63,No data,No data
AE12,2013,0
G865,2004,0
KI81,2015,0
L930,No data,No data
MC28,2002,0
J399,2007,0
MJ96,No data,No data
CD63,2008,0
T299,1998,0
K939,2005,0
R830,No data,No data
PG21,2014,0
N699,2010,0
AB74,No data,No data
N841,2013,0
GF05,2012,0
O587,No data,No data
F992,1952,1
V101,1991,0
A025,1981,82
E243,2001,0
J170,1997,0
S079,1987,7
DF83,2013,0
C632,1999,0
R367,1995,0
R401,1998,0
CH52,2015,0
BE94,No data,No data
J616,2017,0
P216,1987,1
GJ34,No data,No data
A743,2005,0
N470,2003,0
W579,2008,0
V667,2008,0
MQ96,1947,6
H001,1977,8
G332,1996,0
GJ20,2014,0
F038,1977,8
A757,2006,0
H015,1983,0
G326,1996,1
L273,1993,1
CH46,No data,No data
BE80,No data,No data
J164,1998,3
B538,No data,No data
L515,1999,41
DF97,2015,0
D149,1968,1
R373,1997,1
PL62,2014,0
F986,1955,4
A031,1980,283
N302,1999,0
P564,2001,0
S045,1980,71
B510,1993,1
M623,1994,0
CO08,2016,0
BL16,2011,0
PB92,2005,0
W223,1995,0
H983,2009,0
F776,2009,0
F010,1985,0
V883,2013,0
A0D2,2017,1
GJ08,2014,0
I323,No data,No data
W545,2007,0
LE85,1930,12
D607,2002,0
MH43,2007,0
BK70,No data,No data
M145,1972,1
S723,No data,No data
LE91,2013,0
R429,1999,0
D613,2002,0
MH57,2008,0
BK64,2012,0
B262,1988,0
M151,1970,48
S737,2000,0
A0E6,2018,0
W551,No data,No data
N458,2003,0
H029,1979,90
O020,1986,0
V129,1988,2
W237,1995,0
PB86,2006,0
H997,2008,65
F762,2010,0
P558,1999,0
S051,1977,99
J158,1997,0
MO31,No data,No data
BL02,2011,0
KE73,2015,58
M804,1998,0
B0U6,2023,0
MA02,2000,0
AG38,2015,0
GC49,2009,0
BU00,No data,No data
MV33,2014,0
F951,No data,No data
A958,2008,0
A780,2005,0
CH91,2013,0
D820,2006,0
B289,1988,0
BE57,No data,No data
MF64,No data,No data
KB15,2008,0
DA26,No data,No data
D834,2006,0
CH85,No data,No data
BE43,No data,No data
MF70,2005,8
KB01,2007,0
DA32,2009,0
S910,2001,0
MQ41,2013,0
V868,2014,0
A0J9,No data,No data
A794,2006,0
H968,2008,0
PB79,No data,No data
G483,1998,6
BU14,No data,No data
F945,2013,0
MV27,No data,No data
KE67,No data,No data
B0T2,2023,0
T919,No data,No data
M810,1998,0
LB08,2008,0
BB25,2004,0
MA16,No data,No data
PB51,2004,0
H940,2007,118
AG04,2014,0
H798,No data,No data
GC75,2010,0
K291,1993,0
CA13,2006,0
T931,No data,No data
S086,1984,2
MF58,No data,No data
CF75,2012,0
S938,1999,2
MH80,No data,No data
KB29,2008,0
L298,1994,0
V698,2008,0
GD13,2009,0
A0H1,2020,0
W586,2010,0
PE37,2008,0
GD07,No data,No data
A970,2008,0
V854,2012,0
A0I5,2021,0
PE23,2008,0
W592,2008,0
D808,2005,0
LE52,2013,0
CF61,2012,0
MH94,2007,0
LB34,2009,0
K285,1994,0
T925,2006,0
CA07,No data,No data
S092,1977,8
H954,2008,0
AG10,2014,0
BU28,No data,No data
GC61,No data,No data
MH95,No data,No data
CF60,2010,0
D809,2008,0
PE22,2008,0
W593,2009,0
A0I4,2021,0
V855,2012,0
A971,2008,0
GD06,No data,No data
GC60,2009,0
BU29,2014,0
AG11,No data,No data
H955,2008,0
PB44,2005,0
BB18,2003,0
S093,1978,16
C800,No data,No data
T924,No data,No data
CA06,No data,No data
K284,1993,2
C814,2001,3
S087,1977,2
CA12,2004,298
M839,2000,0
T930,2005,0
K290,1993,1
R399,1998,4
LB21,2010,0
GC74,No data,No data
H799,2004,0
PL88,No data,No data
AG05,No data,No data
H941,No data,No data
PB50,2004,0
W587,2008,0
PE36,No data,No data
A0H0,No data,No data
A965,No data,No data
GD12,2010,0
MQ68,2013,0
V699,2008,0
KB28,2008,0
MH81,2008,0
CF74,No data,No data
MF59,No data,No data
M187,1982,0
A795,2005,0
A0J8,2022,0
V869,2014,0
DA33,No data,No data
C182,1946,34
KB00,No data,No data
MF71,2005,2
BE42,2005,0
D835,No data,No data
CH84,2013,0
MA17,2000,0
BB24,2002,0
T918,2008,0
B0T3,2023,0
KE66,2012,0
MV26,2014,0
F944,1968,0
BU15,No data,No data
G482,1998,0
PB78,2005,0
H969,No data,No data
F950,No data,No data
MV32,2015,0
BU01,2014,0
GC48,No data,No data
G496,1998,0
AG39,2015,0
F788,2009,0
MA03,2000,0
M805,1998,32
B0U7,No data,No data
KE72,2012,0
DA27,No data,No data
KB14,2011,1
CF48,2010,0
MF65,No data,No data
BE56,No data,No data
CH90,2013,0
D821,2006,0
A781,2005,0
A959,2008,0
MQ54,1956,0
H028,1981,0
W550,2007,0
I336,2012,0
F005,1976,1
A0E7,2018,0
M150,1981,1
B263,1988,0
BK65,2012,0
MH56,2010,0
R428,1998,0
KE99,2012,0
BL03,2014,0
MO30,2012,0
J159,1995,1
P559,1999,0
H996,2008,100
W236,No data,No data
PB87,2005,0
F777,No data,No data
H982,2008,0
A018,1985,14
PB93,2005,0
G469,1998,0
D160,No data,No data
K253,1991,0
BL17,2012,0
CO09,2015,0
B511,No data,No data
S722,1998,0
M144,1960,146
BK71,2011,0
C169,1966,17
MH42,2007,0
K535,2000,0
W544,No data,No data
GJ09,2014,0
I322,No data,No data
F011,1975,108
BE81,2006,0
CH47,2012,0
C141,No data,No data
BK59,2011,0
G327,1998,0
H014,1983,0
V672,2008,0
A756,2008,0
F039,1969,110
GJ21,No data,No data
P565,1935,29
A030,1979,61
V114,1986,1
PL63,No data,No data
R372,1999,0
D148,1979,0
C627,1999,3
DF96,2015,0
L514,1999,0
B539,1998,0
C633,1999,0
MO18,2012,0
L500,1999,0
J171,1997,0
S078,1983,0
N317,1998,0
A024,1981,0
O009,1987,117
PL77,2014,0
G333,1993,85
N471,2003,0
W578,2008,0
A742,2008,0
P217,1989,11
GJ35,2014,0
BE95,2013,0
CH53,2012,0
K509,1999,0
CC04,2009,0
MC29,2002,0
S291,1982,1
J398,2007,0
KI80,2017,0
L931,No data,No data
G864,2004,0
AE13,2013,0
HB51,2012,0
GA62,No data,No data
GF04,2013,0
N840,2013,0
AB75,2011,0
N698,2010,0
PG20,2011,4
K938,No data,No data
R831,2005,0
T298,1997,0
LG51,1898,25
MJ97,2008,0
E915,1930,13
R825,No data,No data
BG68,2008,0
LG45,1891,60
CD76,2008,0
DC19,2012,0
MJ83,2008,0
BP59,1934,58
GF10,No data,No data
AB61,2014,0
PG34,2011,0
G870,No data,No data
AE07,1928,15
HB45,2012,0
GA76,2007,0
B908,2000,0
K092,No data,No data
CC10,No data,No data
S285,1973,3
L925,2007,0
KI94,2015,0
G858,2004,248
DD57,1947,14
CC38,No data,No data
D389,No data,No data
CJ86,No data,No data
K904,2005,0
BG40,No data,No data
E929,2019,0
BI98,2009,0
DC31,No data,No data
GF38,No data,No data
AB49,2011,0
BP65,No data,No data
MS56,1929,2
PG08,2011,0
R819,2004,0
BG54,2007,0
DC25,2012,0
KG70,1931,4
B934,No data,No data
L919,2008,0
B0M1,2021,0
MC01,No data,No data
G694,No data,No data
HB79,2014,0
HB92,2012,0
W034,1980,0
KI43,No data,No data
B707,1998,0
M434,1989,0
MM32,2010,0
C419,1994,0
K045,1964,68
D376,1999,0
LG92,No data,No data
BI67,2010,0
U145,2011,0
B061,1976,9
F213,1993,0
P029,1981,1
N897,2013,13
K737,2003,9
LG86,No data,No data
D404,No data,No data
MJ40,2010,0
BI73,2009,0
L058,1956,657
B075,1987,7
S520,1994,0
J429,2009,0
S246,1941,34
KI57,No data,No data
MM26,2010,0
K051,1978,1
D362,1997,151
H558,No data,No data
HB86,2013,0
P997,2013,0
W020,1984,0
J367,2008,0
M408,1987,61
L716,2002,0
DD94,1931,1
C425,No data,No data
R170,1985,5
N101,1987,27
P001,1985,0
GH23,2013,0
N667,2009,0
PI07,2013,0
G125,1979,0
R616,2001,2
U179,2014,0
MJ68,No data,No data
T267,1998,0
BG83,No data,No data
E732,2009,0
J401,2008,0
CD89,2008,0
D438,1999,33
L064,1966,24
CJ51,2013,0
T273,1998,0
E726,2008,0
BG97,2008,0
J415,2008,0
P015,1972,365
N673,2010,1
H202,1980,0
H564,2001,0
GA89,2007,0
V302,1999,0
A226,1991,219
E040,1966,113
B0A2,2015,0
J373,No data,No data
L702,2002,4
L845,2004,0
C0Q7,2023,0
LA43,2008,0
O394,2011,0
AD67,1960,1
G910,2004,0
FC08,2014,0
PF54,2011,0
AC01,2013,0
I083,1999,0
N934,2014,0
DB79,2011,0
E861,2013,0
CE16,2008,0
S483,2006,18
BF08,2006,0
R945,2009,0
E875,2012,0
K680,No data,No data
LF31,2013,0
CE02,2008,0
K858,2005,0
R951,2006,0
PF40,2011,0
AC15,2012,0
I097,1999,1
W829,1929,14
N920,2014,0
GG64,No data,No data
O380,2007,0
HC31,1957,0
G904,2004,0
M597,1998,0
MB49,2002,0
C0P3,No data,No data
L851,No data,No data
CB64,No data,No data
ML91,2011,0
KF38,1964,6
FC34,2014,0
A385,1999,208
BA52,No data,No data
L879,2005,0
MB61,2001,0
B854,No data,No data
KF10,2013,0
C592,1998,0
KA76,2008,0
DB45,2011,0
BF34,2006,0
E685,2005,0
R979,2007,0
K870,2004,0
PF68,2010,0
BQ05,No data,No data
AC29,2012,0
G086,1985,0
GG58,1938,4
MR22,1932,47
KA62,2010,0
E849,2012,0
DB51,2014,0
E691,No data,No data
BF20,2007,0
CL80,2013,0
B698,1998,0
CB58,2006,0
A391,1999,2
FC20,No data,No data
G938,No data,No data
F415,No data,No data
N049,1978,9
O357,2006,0
H438,No data,No data
K131,1980,0
LA80,No data,No data
ML46,No data,No data
BO75,1939,7
S326,No data,No data
KH37,2013,0
L886,2005,0
S440,1993,0
J549,2012,0
R986,No data,No data
MK20,2009,0
KA89,No data,No data
U031,1992,0
BH13,2008,0
O431,2009,0
V538,No data,No data
HD80,1936,23
W626,No data,No data
PF97,No data,No data
I040,1991,0
G079,1960,375
PF83,2010,0
A408,1999,0
F367,1998,0
I054,1993,6
S454,1991,45
R992,2012,0
B101,No data,No data
MK34,2009,0
D570,No data,No data
LA94,2008,7
D216,1989,3
C579,1998,0
B667,1997,0
L892,2005,0
E108,1990,0
F401,1999,734
O343,2006,0
J213,1999,0
P613,No data,No data
A346,1998,0
MU93,2014,0
H404,1999,0
G737,2003,0
H362,1996,0
V504,2004,0
A420,1999,0
N713,No data,No data
P175,1987,1
J575,1962,9
T313,1998,0
B129,1968,199
DB86,2011,0
D558,No data,No data
R762,2004,0
LH16,2013,0
DB92,No data,No data
MK08,2008,0
R776,2005,0
H376,1995,0
PH67,2014,0
G045,1984,0
V510,2004,0
O419,2008,0
N707,2011,0
P607,2000,0
A352,1998,0
V276,2000,0
G723,2002,0
R010,1986,0
C545,No data,No data
E134,1992,0
S681,1998,75
MG39,2006,0
CG14,2011,0
K496,1999,0
LD27,No data,No data
KC48,2011,0
D0I8,2021,0
S859,2000,0
GE72,2012,0
A805,2007,0
I281,2008,0
P388,1998,0
AA03,2008,0
V921,1930,31
PD56,2007,0
H821,2005,0
W381,No data,No data
PC30,No data,No data
N288,No data,No data
AF65,2014,0
GB14,2007,0
O196,1999,0
HA27,2009,0
MN87,2013,0
T850,1969,2
C0I1,No data,No data
LC41,2011,0
C974,No data,No data
MN93,2012,0
C0H5,2019,0
H835,No data,No data
PC24,No data,No data
AF71,2016,0
GB00,No data,No data
BT49,2014,0
HA33,2009,0
F818,2010,0
O182,1999,0
GE66,2018,0
A811,2006,0
I295,2010,0
V935,No data,No data
AA17,2010,0
D969,2008,0
S695,1995,0
CG00,2014,0
LD33,2012,0
K482,1999,0
MP34,No data,No data
BS07,No data,No data
A839,No data,No data
D941,No data,No data
MG05,No data,No data
BD36,No data,No data
S865,1999,0
KC74,2009,0
KD12,No data,No data
CN96,No data,No data
A187,1984,0
FA36,No data,No data
F830,2010,0
MW52,No data,No data
BT61,2016,0
GB28,2008,0
PC18,No data,No data
H809,2004,0
MW46,2015,0
F824,2011,0
BT75,2014,0
C784,No data,No data
KD06,2010,0
LC69,No data,No data
C0K9,2022,0
T878,2004,0
M971,1999,0
CN82,No data,No data
D955,2008,0
MG11,No data,No data
D0K0,No data,No data
KC60,2010,0
MP20,2013,21
BS13,2013,0
G284,1991,2
V909,2013,0
I242,2006,0
PD95,2008,0
D766,2005,0
K455,1998,0
MI22,2007,0
C009,1986,150
M024,1981,0
B317,1987,10
CN69,2014,0
M742,1999,0
B471,1992,10
MN44,2011,0
C0E2,2017,0
T893,2004,0
LC82,2011,0
O155,No data,No data
F617,No data,No data
O141,1995,0
V048,1978,10
W356,No data,No data
P439,2012,0
F603,2005,0
M756,No data,No data
B465,1991,0
BM63,2013,0
MN50,2012,0
T887,2009,0
C0D6,2017,0
K327,1996,0
LC96,No data,No data
D772,2008,0
R548,2001,57
BJ05,2010,1
M030,1980,327
T139,1989,0
B303,No data,No data
I256,No data,No data
F165,1986,244
PD81,2008,0
N539,2005,0
R560,2001,0
C035,1984,18
D0F7,No data,No data
D982,2009,0
T111,1985,2
M018,1983,1
N511,2004,0
A622,2003,4
V706,No data,No data
G253,1990,0
PM17,2011,0
G535,1999,0
MW91,2015,0
N277,1995,0
A144,1987,0
P411,1998,0
J011,1982,0
BC93,2008,0
CN55,2014,0
C753,No data,No data
J005,1983,0
CN41,2014,0
D028,1981,128
G521,1999,0
PM03,2014,0
H612,2003,0
GK41,2015,0
P363,No data,No data
N505,2005,0
V712,2009,0
GE99,2012,0
G247,1991,115
L312,1994,1
CI27,2013,0
D996,2008,0
BM49,2014,0
CN57,2014,0
BC91,No data,No data
AF98,2014,0
F629,No data,No data
N275,No data,No data
MW93,2014,0
G537,2011,1
PM15,No data,No data
H604,No data,No data
H162,1985,0
V704,2009,0
N513,2004,0
A620,2003,14
D980,2008,0
D0F5,2019,0
C037,1978,0
L304,1995,0
D758,No data,No data
D994,2008,64
T107,2015,0
CI25,No data,No data
C023,1981,238
MI08,2007,2
D0G1,No data,No data
V710,2009,0
O619,No data,No data
A634,2005,0
P361,1997,0
GK43,No data,No data
I268,No data,No data
A152,1986,0
V076,1968,0
MW87,2015,0
PM01,No data,No data
K319,1996,73
C0G8,2018,0
C745,2003,0
CN43,2014,0
BC85,2008,0
F615,No data,No data
O157,1998,1
H638,2005,0
PM29,2015,0
M998,No data,No data
T891,No data,No data
C0E0,2019,0
D002,1983,4
K331,No data,No data
LC80,No data,No data
R238,No data,No data
M740,1997,0
B473,1992,0
S126,1987,0
M026,1978,81
B315,1988,0
KC89,2010,0
L338,No data,No data
BJ13,2010,0
D0E9,2019,0
MI20,No data,No data
D764,2006,0
K457,1998,1
V738,2010,0
HF80,2015,8
W426,2003,1
PD97,2008,0
I240,No data,No data
F173,1987,0
PD83,2008,0
I254,2009,0
F167,1986,0
M032,1985,54
CI19,2013,0
BJ07,2010,0
MI34,No data,No data
D770,No data,No data
K443,1999,0
D016,1979,0
C0D4,2017,0
T885,2005,0
LC94,2014,0
K325,No data,No data
BM61,1968,2
C779,No data,No data
MN52,No data,No data
S132,No data,No data
F601,No data,No data
W354,2000,0
BT88,2015,0
F832,2010,0
HA19,No data,No data
BT63,2015,0
FA34,2014,0
A185,1993,0
CN94,2015,0
C792,2002,0
KD10,No data,No data
S867,1998,0
KC76,2009,0
MG07,2005,0
BD34,2004,0
PD68,2008,0
G292,1992,5
MP36,2013,0
AA29,2014,0
MP22,2013,0
BS11,2014,0
GE58,2011,0
D0K2,2022,0
S873,1998,0
KC62,2009,0
MG13,2005,0
BD20,2004,200
D957,No data,No data
CN80,2016,1
BC46,2003,0
C786,2001,0
KD04,2010,0
MW44,No data,No data
BT77,2014,0
M783,1998,25
C0I3,2019,0
MN85,2012,0
GB16,2007,0
HA25,No data,No data
AF67,2014,0
H823,2005,0
PD54,2007,0
I283,No data,No data
V923,1925,26
AA01,2008,0
A807,2011,0
GE70,2012,0
CG16,2011,0
BD08,2004,0
S683,1998,0
CG02,2011,0
K480,No data,No data
LD31,No data,No data
PD40,No data,No data
I297,2010,0
AA15,No data,No data
V937,No data,No data
A813,2006,0
GE64,2011,0
GB02,No data,No data
O180,No data,No data
HA31,No data,No data
MW78,No data,No data
AF73,2014,0
H837,No data,No data
W397,No data,No data
PC26,No data,No data
C0H7,2019,0
LC57,No data,No data
KD38,2010,0
L489,1998,0
MN91,2012,0
K669,2001,0
DB84,2011,0
C235,No data,No data
J577,2013,0
P177,1968,0
